Index,Sentence
10229,Sa carrière d'enseignant.
10230,Notre hôte prit une allée.
10231,Cela nous mena à l'arrière.
10232,Le type le harcelait ?
10233,J'étais juste bon à rédiger des ordonnances.
10234,Pour surveiller une crapule à Hollywood.
10235,C'était pour analyser les ossements.
10236,Il était jovial et ravi.
10237,C'était lors de mon passage à Ventura.
10238,C'était à la vue du badge.
10239,"À mon niveau de salaire, on n'est pas qualifié."
10240,Elle a mal choisi à qui s'en prendre.
10241,Pourvu que vous ayez raison.
10242,Vous appelez à quel sujet ?
10243,C'était entre un jeune homme discret.
10244,Nous étions à Santa Monica.
10245,Il était bref et prenait des notes.
10246,Il est dangereux à ce point.
10247,C'était juste un mec sympa.
10248,Elle ne l'a jamais vu.
10249,Je lui donnai la ligne directe de Milo.
10250,"Camarillo ?, bougonna le cinquième."
10251,Elle demande s'il n'a jamais vu cet individu.
10252,Il ouvrit les yeux.
10253,Elle lui envoie des piques.
10254,Il a appelé cela les déséquilibres.
10255,Il a plaidé coupable.
10256,Et l'enfant croisé si longtemps auparavant.
10257,Cela n'avait rien à voir.
10258,le comté a exigé leur obstruction.
10259,On ne savait pas où débouche le tunnel.
10260,Il utilisait un véhicule emprunté.
10261,J'ai refusé plusieurs patients.
10262,Il mesurait un mètre quatre-vingts.
10263,C'était sur les patients spécialisés.
10264,Nous savons que Harrie a eu recours.
10265,Je ne m'intéresse pas à ces choses.
10266,Il était jeune.
10267,Il a pleurniché et tenté de négocier.
10268,"Au-delà, la cité balnéaire retrouvait des paysages."
10269,Je frappai à cette porte.
10270,Il a l'air fou.
10271,"Pourtant, il faisait frais."
10272,Ou victimes d'une chute.
10273,Tout passait par moi.
10274,Nous obtiendrons un nom.
10275,Rick lui a sauvé son nez.
10276,Colin m'a expliqué que c'était mal payé.
10277,Idem pour Quigg.
10278,Le pseudo-psychologue n'en aurait plus besoin.
10279,Il voudrait leur crier qu'il n'est pas La Migra.
10280,Il provenait de trois individus distincts.
10281,Il a donné plusieurs coups de poing.
10282,Il vit à Beverly Hills.
10283,Le braque s'accroupit.
10284,On veilla aux atteintes à la liberté individuelle.
10285,Shimoff eut une grimace écœurée.
10286,Malheureusement pour elle.
10287,qu'elle peut venir voir.
10288,Ce n'est pas dans les collines.
10289,"Ils s'éloignèrent, un ours et gazelle."
10290,"Quand on me demande de rendre service,"
10291,Elle avait un cabinet de Brand Boulevard.
10292,Les gardiens restent huit heures.
10293,Cette opération le changeait.
10294,Je préfère ne pas y penser.
10295,Pourquoi attendre autant d'années?
10296,Il souffrait de troubles psychiatriques.
10297,C'étaient les récits de voyage d'Evelyn Waugh.
10298,Je ne suis pas certain de vouloir les livrer.
10299,Il était long de six mètres.
10300,Cet homme portait une canadienne.
10301,C'est pour compléter les détails.
10302,à Moe de reprendre le porte-à-porte.
10303,Quigg et Dieu sait qui encore.
10304,C'est lui qui m'a demandé de vous appeler.
10305,Nous nous assurions que personne nous épiait.
10306,que l'église met à disposition un espace.
10307,C'est le Pitty dont Eccles parlait?
10308,Je commençais à craindre le pire.
10309,Il y avait une indication du temps.
10310,Il nous fallut cinquante minutes.
10311,Il me fallut une heure.
10312,"Il y a ça, oui."
10313,J'ai décidé de me contenter de ma retraite.
10314,Nous poursuivrons cette conversation.
10315,John Banforth a trouvé son comportement étrange.
10316,Ils étaient incapables de suivre une scolarité normale.
10317,Elle habitait à Bakersfield.
10318,Il y avait des céréales.
10319,Des paysages préservés.
10320,"Hansel !, Gretel !, cria-t-elle."
10321,Raul demande de bien lire ce qui est écrit.
10322,Cerise était une gamine hypersensible.
10323,Je te suggère ceci.
10324,Un fou a tué Colin et Louie.
10325,La compassion hors contexte me révulse.
10326,"Elle était jeune... enfin, relativement."
10327,Le tuteur s'est choisi un protégé.
10328,Il épia l'homme à la canadienne.
10329,Ça peut sembler une distance rassurante.
10330,que le mobile.
10331,Un de ces poivrots nuisibles.
10332,J'étais à l'affût d'une présence humaine.
10333,"Un suspect, ici?"
10334,Ce sont de bonnes questions.
10335,La clim ne fonctionne pas très bien.
10336,"Je dis : ""T'es super, Ned."
10337,Le dossier ne serait pas confié.
10338,Un air de Mendelssohn jouait.
10339,C'était trois jours après la démission de Harrie.
10340,Je demandai : Que pensait-il de la fermeture ?
10341,Vous n'avez jamais envisagé la piste criminelle?
10342,C'était comme le guéridon.
10343,Sur celui de gauche étaient posés.
10344,Nous sommes bien au-delà de Tarasoff.
10345,Ou de déshydratation.
10346,Ma fille Cerise est sa patiente.
10347,J'obtiens le cabinet à Bedford.
10348,Il se retourna enfin.
10349,Il y avait des dattiers.
10350,C'était dans un cadre surveillé.
10351,Harrie prenait Huggler sous sa coupe.
10352,Quelque chose lui fait défaut.
10353,Il s'accroupit pour regarder.
10354,"Je dis : ""Tu n'as rien à craindre."
10355,"Milo Sturgis, LAPD."
10356,Il n'y eut pas le moindre indice.
10357,Il repense à la sale époque de Ventura.
10358,La question est : pour en faire quoi ?
10359,C'était sur le parking de l'hôpital.
10360,Elle répond les deux.
10361,"Ah bon, un de ceux-là."
10362,Concentrez-vous sur les disparitions.
10363,Les ampoules étaient disposées là.
10364,J'ai repris l'autoroute 101.
10365,J'ai gardé une cicatrice en bourrelet.
10366,M. Huggler est venu pour un scanner.
10367,Elle disait :  Réserve hospitalière .
10368,Quigg a rendu visite pour remonter moral ?
10369,Il y avait du chili en boîte.
10370,J'ai consacré ma vie à accumuler.
10371,vous aurez bien pire.
10372,Il seul dirait le nombre de cadavres.
10373,Cette partie d'Hollywood Boulevard est commerciale.
10374,Elle était même excellente.
10375,"Oui, cela se conçoit."
10376,Il paradait comme sorti de Freud.
10377,Ils arrivèrent enfin sur les lieux.
10378,Il y avait un scanner.
10379,Il a sorti une somme coquette.
10380,Elle n'était plus repartie.
10381,C'était comme un vieil ami croisé.
10382,Il est à l'abri chez son tuteur.
10383,Il fit des menaces voilées.
10384,Chaque pile comptait vingt revues.
10385,Celles-ci atteignaient un à deux mètres.
10386,Sur le devant.
10387,Certains étaient sur deux épaisseurs.
10388,C'était un dérèglement glandulaire.
10389,Avant que le garçon ne reparte.
10390,S'il y avait une autre tombe.
10391,Des magazines people et porno.
10392,Il écoutait la mine impassible.
10393,Une télé locale de San Luis Obispo.
10394,"Quand les promoteurs ont racheté,"
10395,qu'il a appelé sa Pesanteur.
10396,Comme elle n'avait pas le téléphone.
10397,Il les tenait en respect.
10398,Elle brandit le ruban adhésif.
10399,Ils n'avaient pas besoin de lampes.
10400,Elle a employé le terme  garçon  ?
10401,Nous sommes parfaitement en règle.
10402,"Non, franchement, je ne me souviens pas."
10403,Je n'ai pas pu confirmer mon diagnostic.
10404,Un médecin qui n'a pas réussi.
10405,À côté de la ferme.
10406,Je suis allé à Miami.
10407,Il était décoré d'un stuc framboise.
10408,"Tu démarrais tôt, quand tu avais ton cabinet ?"
10409,Il émergeait à peine du brouillard.
10410,"Elle répond non, pas s'il prend ses médicaments."
10411,Il y avait du stuc.
10412,Une plaque métallique barrait le passage.
10413,C'étaient les mystères du corps humain.
10414,Une femme solitaire.
10415,Que je n'avais pas de solution à lui offrir.
10416,On peut continuer à pondre des scénarios.
10417,"Le Dr Emil Cahane, s'il vous plaît."
10418,Peut-être se contente-t-il d'expertises.
10419,S'il avait la place de reculer.
10420,Il voulait comparer science et réalité.
10421,Je fais mine de travailler.
10422,J'ai obliqué vers l'est.
10423,Il lisait son magazine.
10424,Harrie a donc fourni une fausse indication.
10425,Les jeux auxquels Harrie s'adonnait.
10426,Elle laissait huit petits-enfants.
10427,Si vous alliez nous chercher le bourbon ?
10428,"Dans mon domaine, tout est signifiant."
10429,J'entendis le robinet du lavabo.
10430,Il y avait de la lecture.
10431,Les sandwichs ont aussi joué un rôle.
10432,Tu pourrais l'interroger avec nous.
10433,Nous l'en avons informé.
10434,Parfois on a du mal à dire.
10435,Les deux mains de Milo étaient occupées.
10436,"Des fax sont pour vous, lieutenant."
10437,Le cancer est la première cause.
10438,Vous conservez les enregistrements ?
10439,Le jeune camarade s'en donne à cœur joie.
10440,Raul demande de vérifier dans leurs dossiers.
10441,Son jeune compagnon attendait là.
10442,Elle ne lui aurait pas mis la puce.
10443,Il n'avait que des billets d'un dollar.
10444,Elle fut injustifiée.
10445,Il lui montre sa carte de visite.
10446,Elle évitait de nous parler de travail.
10447,Il se croit à la bibliothèque.
10448,Mais on s'en est remis.
10449,"Probablement ?, releva Milo."
10450,Elle avait été diagnostiquée il y a longtemps.
10451,Ils ont patienté avant de se faire Wainright.
10452,Vous sacrifiez votre intérieur paisible.
10453,Je vous accorde cette faveur.
10454,C'est là que les patients furent transférés.
10455,Elle était à proximité du croisement.
10456,Il les a fouillées.
10457,Le silence recueilli des nouveaux indiquait.
10458,Il serra fort les paupières.
10459,C'était le Dr Trude Prosser.
10460,Elle m'inspirait au quotidien.
10461,Le labrador noir et le springer arrivèrent.
10462,Elle n'en disait pas plus.
10463,Il n'a aucune raison de s'en prendre à moi.
10464,Milo s'approcha et observa.
10465,Les taches rousses sur sa lèvre tremblaient.
10466,Son visage était amaigri.
10467,Je suis passé voir Robin.
10468,C'était du poivre de Cayenne.
10469,Elle le protégeait des autres patients.
10470,Je restai muet.
10471,Il descendit du véhicule.
10472,Il mit très longtemps à faire ses besoins.
10473,Je faisais bonne chère et je dansais.
10474,Ou bien il s'orientait par logique.
10475,"Veuillez sortir du véhicule, monsieur."
10476,La scène s'est jouée en une minute.
10477,qu'il est doux.
10478,"Moi, je soigne les patients."
10479,Il était spécialisé en droit de la santé.
10480,"Il était au Bijou, je pense."
10481,Les deux bêtes demeuraient somnolentes.
10482,Il portait une tenue de travail grise.
10483,La femme était prétendument assassinée.
10484,Rien de visible.
10485,Il ne les condamnait pas.
10486,Ils facturent des milliards à la Sécu.
10487,Le fils d'Eccles passe demain.
10488,Il tenta de soulever la plaque.
10489,Elles sont suspendues à des rallonges mal agrafées.
10490,Des types en voiture l'ont abattu.
10491,Elles sont mortes après avoir quitté l'hôpital.
10492,C'est une arme létale.
10493,Ce n'est pas un nom.
10494,C'était la police de Morro Bay.
10495,Elle n'a pas mal pris cela.
10496,Le sol était très propre.
10497,"Cela se tient parfaitement, Alex."
10498,Comment donc ?
10499,Envoyons plutôt l'armée.
10500,Ce n'était pas gagné.
10501,Il avait été récemment rasé.
10502,Il se proposait de prendre en charge des patients.
10503,"C'est le karma, je me suis dit."
10504,Je me précipitai dans le dos Huggler.
10505,Robin n'avait pas touché son riesling.
10506,L'ex a signalé la disparition.
10507,Je pensais à cet enfant atypique.
10508,Peut-être sera-t-elle plus loquace.
10509,Il faisait chaud pourtant.
10510,Il m'a remercié.
10511,Il avait des joues roses.
10512,Elle était plus haute et debout.
10513,"Rudy Borchard, responsable de la sécurité."
10514,Elle en était à six cents dollars.
10515,Nous étions épouvantés.
10516,Il s'est rapproché de cet enfant.
10517,Elles travaillaient en semaine.
10518,Un fauteuil était confortable.
10519,Il fut relevé sur le coin supérieur droit.
10520,Il nous faut retrouver ce psychiatre.
10521,C'était une mouette qui s'éleva.
10522,Il était perturbé.
10523,Vous avez vu la seule.
10524,Je ne les avais jamais vus.
10525,Un facteur physiologique entrait en compte.
10526,Tous deux disparurent parmi les broussailles.
10527,Quand Ventura a fermé.
10528,C'était un boyau de ciment.
10529,Tracy et moi avons décidé.
10530,Dirige-toi en direction du ...
10531,Son costume beige provoque des regards admiratifs.
10532,Il n'y avait pas d'hésitation.
10533,"S'il souffre d'hypothyroïdie,"
10534,Il ferait le lien entre un adulte.
10535,C'était au nord du quartier huppé.
10536,Mon secrétariat m'appela alors.
10537,Le type était dans un bar.
10538,"Elle serait avec Reed, Binchy ou Biro."
10539,Mais pas de manière significative.
10540,Nous lui rendrons visite demain.
10541,Il y avait des troubles épileptiques.
10542,Elle n'était visible que de près.
10543,As-tu du neuf ?
10544,"Non, ce n'est sans doute rien."
10545,Ils espéraient de longues heures sup.
10546,Elle était à l'extrémité de la galerie.
10547,Ce psychologue décida seul.
10548,Elles cherchaient à la faire pivoter.
10549,Milo m'intima de rester en arrière.
10550,Petra demanda où ils étaient précisément.
10551,S'il y avait des cartons à pizza.
10552,Elle raccrocha dès que Reed demanda.
10553,Ned s'allongea sur le dos.
10554,Elle reste bouche bée.
10555,Elle avait le même trio de fauteuils.
10556,J'en viens au point qui étonne.
10557,Hedy m'avait décrit l'homme.
10558,Elle était en chagrin gris.
10559,Il est préférable que je m'en charge.
10560,"Oui, du japonais me tentait bien."
10561,Huggler fit la moue.
10562,Les gens s'en moquent.
10563,Il regardait Petra Connor.
10564,Il pourrait se concentrer sur l'avant.
10565,Je commandai un thé glacé.
10566,Cela m'étonne de sa part.
10567,J'avais un poste administratif.
10568,C'était près de Ventura.
10569,De l'acier brossé aussi.
10570,Il fit signe à un policier.
10571,J'ai décidé de le placer.
10572,Un cinglé aux prises avec un cinglé ?
10573,Je suis à mon autre cabinet.
10574,Il fut technicien dans une clinique.
10575,Ces éléments facilitèrent la traque.
10576,Il toussait beaucoup.
10577,"Avec lui, tout le monde a une chance."
10578,Les rayons du soleil lui conféraient des contours.
10579,Deux formes rondes flottaient à l'intérieur.
10580,Je faisais partie d'un groupe.
10581,Il se retourna comme attendu.
10582,Il n'avait pas touché au sandwich.
10583,C'était aux abords de la clinique Wainwright.
10584,C'est vraiment nul !
10585,que le Dr Shacker vous avait rejoints.
10586,Ce qui alimente le moteur de Huggler.
10587,Ils se dressaient des deux côtés.
10588,Si elle était une habituée.
10589,Avez-vous un nom à souffler ?
10590,Faites-moi confiance sur ce point.
10591,Raul demande ce que cela signifie.
10592,Harrie a concocté ce programme.
10593,C'était un parking à Main Street.
10594,J'ai caressé Blanche.
10595,Il y avait du ruban adhésif.
10596,J'ai pris la première sortie.
10597,Elles furent profondes.
10598,Des œufs brouillés accompagnés d'un steak.
10599,Aucun Pitty dans nos fichiers.
10600,Un pauvre bougre de soixante-sept ans.
10601,Il se faisait passer pour Dr Bernhard Shacker.
10602,Le meurtre de sa mère est grave.
10603,La conversation fut à peine terminée.
